Rank,title,AuthorName,Language,Price_normal,Id
1926,Rotteøen,Jo Nesbø,Dansk,159.95,9788770075855
1927,Sidste bus til Woodstock,Colin Dexter,Dansk,94.95,9788770076364
1928,Sidst hun blev set,Colin Dexter,Dansk,94.95,9788770076371
1929,Nicholas Quinns tavse verden,Colin Dexter,Dansk,94.95,9788770076388
1930,Gåden om de tre mil,Colin Dexter,Dansk,94.95,9788770076418
1931,Mord i annekset,Colin Dexter,Dansk,94.95,9788770076425
1932,Joannas grav,Colin Dexter,Dansk,94.95,9788770076432
1933,Vort kæreste eje,Colin Dexter,Dansk,94.95,9788770076449
1934,Vejen gennem skovene,Colin Dexter,Dansk,94.95,9788770076456
1935,Kains døtre,Colin Dexter,Dansk,94.95,9788770076463
1936,Med døden som nabo,Colin Dexter,Dansk,94.95,9788770076470
1937,Et kors for Morse,Colin Dexter,Dansk,94.95,9788770076487
1938,Uden ekko,Anne Holt,Dansk,89.95,9788770077071
1939,I støv og aske,Anne Holt,Dansk,89.95,9788770077088
1940,1222,Anne Holt,Dansk,89.95,9788770077095
1941,Jordsug,Tove Alsterdal,Dansk,159.95,9788770077279
1942,Sandheden bag sandheden,Anne Holt,Dansk,89.95,9788770078108
1943,Død joker,Anne Holt,Dansk,89.95,9788770078115
1944,Offline,Anne Holt,Dansk,89.95,9788770078122
1945,Et fund at dø for,Anders de la Motte,Dansk,159.95,9788770078726
1946,Mysteriet om Molly,Natalie Barelli,Dansk,94.95,9788770309332
1947,Dream Maker: Paris,Audrey Carlan,Dansk,54.95,9788770362740
1948,Dream Maker: New York,Audrey Carlan,Dansk,54.95,9788770363433
1949,De levende og de døde,Nele Neuhaus,Dansk,74.95,9788770363471
1950,Offline,Imran Rashid,Dansk,179.95,9788770363914
1951,Dream Maker: København,Audrey Carlan,Dansk,54.95,9788770363945
1952,De taknemmelige,Delphine de Vigan,Dansk,179.95,9788770364799
1953,Dream Maker: London,Audrey Carlan,Dansk,54.95,9788770364812
1954,Liv,Mikaela Bley,Dansk,149.95,9788770365680
1955,Headhunterne,Jo Nesbø,Dansk,89.95,9788770536677
1956,Den inderste kreds,Mari Jungstedt,Dansk,74.95,9788771081534
1957,I denne søde sommertid,Mari Jungstedt,Dansk,74.95,9788771082920
1958,Dobbeltmordet på Peter Bangs Vej,Peer Kaae,Dansk,159.95,9788771082975
1959,Broderskabet,Robyn Young,Dansk,179.95,9788771084764
1960,Den dobbelte tavshed,Mari Jungstedt,Dansk,99.95,9788771088977
1961,Coaching forskning,Ole Michael Spaten,Dansk,79.95,9788771120011
1962,Tråden,Victoria Hislop,Dansk,99.95,9788771161106
1963,Postkort fra Grækenland,Victoria Hislop,Dansk,99.95,9788771162493
1964,En sommer på Malta,Sue Moorcroft,Dansk,159.95,9788771164275
1965,Liget i boghandlen,Helen Cox,Dansk,159.95,9788771164565
1966,Den glemte landsby,Lorna Cook,Dansk,159.95,9788771164763
1967,Den forsvundne søster,Lorna Cook,Dansk,159.95,9788771165333
1968,Mord på heden,Helen Cox,Dansk,159.95,9788771165449
1969,En duft af appelsin,Rosanna Ley,Dansk,159.95,9788771165821
1970,Det forbudte løfte,Lorna Cook,Dansk,159.95,9788771165944
1971,Døden lurer i Durham,Helen Cox,Dansk,159.95,9788771166064
1972,Blomstrende kærlighed,Annie Robertson,Dansk,159.95,9788771166217
1973,De modige kvinders svømmeklub,Ellie Wood,Dansk,159.95,9788771166460
1974,Dans dans dans,Haruki Murakami,Dansk,139.95,9788771294842
1975,Efter midnat,Haruki Murakami,Dansk,94.95,9788771299670
1976,Snehvide skal dø,Nele Neuhaus,Dansk,74.95,9788771374964
1977,Gul feber,Michael Rasmussen,Dansk,179.95,9788771375961
1978,Sort sensommer,Inger Wolf,Dansk,49.95,9788771379174
1979,Hvepsereden,Inger Wolf,Dansk,49.95,9788771379204
1980,Inside Liverpool,Martin Hansen,Dansk,149.95,9788771379600
1981,Horisontér,Martin Møller Andersen,Dansk,6.25,9788771435078
1982,Æsops Fabler,Aesop,Dansk,29.95,9788771438802
1983,Det levende kød,Lene Kaaberbøl,Dansk,89.95,9788771460001
1984,Det lukkede rum,Maj Sjöwall,Dansk,89.95,9788771460810
1985,Politimorderen,Maj Sjöwall,Dansk,89.95,9788771460827
1986,Terroristerne,Maj Sjöwall,Dansk,89.95,9788771460834
1987,Når solen forsvinder,Karen Vad Bruun,Dansk,89.95,9788771461350
1988,Davidsstjerner,Kristina Ohlsson,Dansk,89.95,9788771462227
1989,Mios Blues,Kristina Ohlsson,Dansk,89.95,9788771465402
1990,Pickmans model,H. P. Lovecraft,Dansk,14.95,9788771490039
1991,Ondt vand,Inger Wolf,Dansk,49.95,9788771591460
1992,Under en sort himmel,Inger Wolf,Dansk,49.95,9788771591477
1993,Klimamyten,Johannes Krüger,Dansk,149.95,9788771595819
1994,Dage uden sult,Delphine de Vigan,Dansk,129.95,9788771599466
1995,Blår,Hugh Howey,Dansk,159.95,9788771711950
1996,Perlevenner,Anja Takacs,Dansk,159.95,9788771715071
1997,Julevenner,Anja Takacs,Dansk,129.95,9788771715989
1998,"Godt klaret, Jeeves",P.G. Wodehouse,Dansk,79.95,9788771744347
1999,"Hold hovedet koldt, Jeeves",P.G. Wodehouse,Dansk,79.95,9788771744453
2000,Jeeves trækker i trådende,P.G. Wodehouse,Dansk,79.95,9788771744552
2101,Sommerens eventyr,Sarah Morgan,Dansk,149.95,9789150794854
2102,Jagten på verdens ældste DNA,Eske Willerslev,Dansk,159.95,9788702392630
2103,Karolines kærlighed,Kim Leine,Dansk,159.95,9788702345148
2104,Danske jøders liv og død i Theresienstadt,Silvia Goldbaum Tarabini,Dansk,129.95,9788702369717
2105,Manden der døde to gange,Richard Osman,Dansk,129.95,9788702340570
2106,"Dem, der ikke tier",Peter Øvig Knudsen,Dansk,159.95,9788702401646
2107,Sigrid,Johanne Hildebrandt,Dansk,79.95,9788763839242
2108,Idun,Johanne Hildebrandt,Dansk,79.95,9788763839952
2109,Saga fra Valhal,Johanne Hildebrandt,Dansk,79.95,9788763839969
2110,Et aftenbesøg,Emma Gad,Dansk,39.95,9788726421187
2111,Inspirationer til de 12 hellige nætter før og efter jul,Thirajane Aurora,Dansk,74.95,9788743062820
2112,Vi er vores valg,René Dahl Andersen,Dansk,219.95,9788773396841
2113,Kemi for begyndere,Bonnie Garmus,Dansk,199.95,9788740082333
2114,Ulykkesfuglen,Camilla Läckberg,Dansk,99.95,9788771082869
2115,Ærligt spil,Tove Jansson,Dansk,79.95,9788702382969
2116,Perlesøsteren,Lucinda Riley,Dansk,129.95,9788763854474
2117,De europæiske ideers historie,Mogens Pihl,Dansk,79.95,9788702264227
2118,Buddenbrooks,Thomas Mann,Dansk,79.95,9788702210361
2119,Det er de danske som flygter,Lise Ringhof,Dansk,169.95,9788743400493
2120,Bagekurset Gør bagværk til Livsglæde 1. Udgave,Bent Steen Christensen,Dansk,99.95,9788799613328
2121,Uendelige verden,Ken Follett,Dansk,129.95,9788763840026
2122,Sneet inde,Sarah Morgan,Dansk,149.95,9788743515487
2123,Fokus,Trine Kolding,Dansk,129.95,9788702332025
2124,Mine livretter,James Price,Dansk,179.95,9788727112473
2125,Vejen til Jerusalem,Jan Guillou,Dansk,89.95,9788770534840
2126,Journal 64,Jussi Adler-Olsen,Dansk,139.95,9788740006391
2127,Efterskælv,Arne Dahl,Dansk,89.95,9788770536790
2128,Kvinder der mister sig selv,Nicole Albæk,Dansk,59.95,9788794289009
2129,Vejen til ansvar,Alex Vanopslagh,Dansk,179.95,9788773397596
2130,Det lille teater ved havet,Rosanna Ley,Dansk,159.95,9788771166590
2131,Kingdom of Sweets,,Engelsk,139.95,9781473558106
2132,Colour Third Edition,David Hornung,Engelsk,37.19,9781529424522
2133,Håndlæsning for nysgerrige,Anne Marie Danefeldt,Dansk,49.95,9788728555422
2134,Kvindefantasier IV,Elisa Lykke,Dansk,139.95,9788775710515
2135,Breve og andre skrifter til Lucilius,Lucius Annaeus Seneca,Dansk,189.95,9788743083412
2136,Skriv godt - effektiv skriftlig kommunikation,Kaare Thomsen,Dansk,139.95,9788792235060
2137,Kong Alkohol i spadseredragt og høje hæle,Anna Marie Aggerholm,Dansk,69.95,9788740423501
2138,Skab din egen succes,Martin Thorborg,Dansk,129.95,9788702389081
2139,De fire vinde,Kristin Hannah,Dansk,129.95,9788702350739
2140,De efterladtes ø,Max Seeck,Dansk,159.95,9788743402275
2141,Tag dit lys hjem,Pernille Melsted,Dansk,49.95,9788702192902
2142,Ikke flere løgne - 1,Therese Philipsen,Dansk,79.95,9789180541534
2143,Englemagersken,Camilla Läckberg,Dansk,99.95,9788771087406
2144,Integration,Mikkel Rytter,Dansk,49.95,9788771848045
2145,Familieleksikon,Natalia Ginzburg,Dansk,179.95,9788740070064
2146,American Sniper,Scott McEwen,Engelsk,54.95,9780062082374
2147,Phoenix Overture,Jodi Meadows,Engelsk,19.95,9780062315588
2148,Hidden Prince,Jodi Meadows,Engelsk,14.95,9780062377050
2149,Glowing Knight,Jodi Meadows,Engelsk,94.95,9780062377067
2150,Burning Hand,Jodi Meadows,Engelsk,94.95,9780062377074
2051,Ulvene,Pascal Engman,Dansk,179.95,9788775930364
2052,Langt væk hjemmefra,Ellie Dean,Dansk,179.95,9788775930739
2053,Unåde,Brian Sandberg,Dansk,169.95,9788775931637
2054,Ringmanden,Allan Erik Mortensen,Dansk,159.95,9788775960217
2055,JEG ER MIG - DU ER DIG. 7 (u)perfekte lektioner i at være til,Sanne Østergaard Nissen,Dansk,129.95,9788776086237
2056,#7 Fortæl historier,Hanne Kirk,Dansk,39.95,9788787627399
2057,#8 Lær sammen,Johan Lövgren,Dansk,39.95,9788787627542
2058,#10 Bliv et folk,Iben Benedikte Valentin Jensen,Dansk,39.95,9788787627597
2059,#0 Strejftog i højskolernes idéhistorie,Ove Korsgaard,Dansk,49.95,9788787627771
2060,#1 Bliv dig selv,Leo Komischke-Konnerup,Dansk,39.95,9788787627795
2061,#2 Lær af lyst,Lene Tanggaard,Dansk,39.95,9788787627818
2062,#3 Tag ansvar,Bjørn Hansen,Dansk,39.95,9788787627917
2063,#4 Lær for livet,Regner Birkelund,Dansk,39.95,9788787627931
2064,#5 Syng sammen,Dy Plambeck,Dansk,39.95,9788787627955
2065,#6 Lev sammen,Rasmus Kolby Rahbek,Dansk,39.95,9788787627979
2066,De små juler,Gitte Schou Hansen,Dansk,99.95,9788792464019
2067,Klippenissens Julebog,Gitte Schou Hansen,Dansk,99.95,9788792464163
2068,Opmålingen af verden,Daniel Kehlmann,Dansk,99.95,9788792494900
2069,Klassisk mindfulness,Bhante Henepola Gunaratana,Dansk,139.95,9788792845610
2070,Jorden rundt i 80 dage,Jules Verne,Dansk,69.95,9788792922229
2071,Store forventninger,Charles Dickens,Dansk,34.95,9788792922250
2072,Tjen penge på ebøger - Skriv og sælg dine egne ebøger,Bjarke Klüwer,Dansk,37.0,9788793094017
2073,Vagt forbi,Stephen King,Dansk,159.95,9788793323841
2074,Rejsen til månen,Jules Verne,Dansk,34.95,9788793374225
2075,Galejslaven,Alexander Dumas,Dansk,19.95,9788793374812
2076,Mesterlære,Davie Jones,Dansk,54.95,9788793709713
2077,Begrebet angst,Søren Kierkegaard,Dansk,49.95,9788793763234
2078,Terapeuten,Helene Flood,Dansk,219.95,9788793825666
2079,Hop i havet,Susanna Søberg,Dansk,139.95,9788793825833
2080,Dune,Frank Herbert,Dansk,209.95,9788793895959
2081,Når tiden går i stå,Ninni Schulman,Dansk,159.95,9788793983144
2082,Forkert ,Inge Schützsack Holm,Dansk,239.95,9788794061490
2083,Den lille guide til fundamental analyse,Martin Gottlob,Dansk,139.95,9788794155458
2084,En ny begyndelse,Jørn Jønke Nielsen,Dansk,159.95,9788794221115
2085,Mikkelines julepynt af perleplader,Mikkeline Bang,Dansk,119.95,9788797030271
2086,Stenens tid: Thriller #1 i Mirrin Bank-trilogien,Johan Ottosen,Dansk,129.95,9788797094419
2087,At Vende Sig Mod Havet,Emil Midé Erichsen,Dansk,209.95,9788797196533
2088,Fortællinger fra vikingetiden,Klaus Ebbesen,Dansk,64.95,9788799109241
2089,Den hvide klan,Michael Kræmmer,Dansk,139.95,9788799613120
2090,Det begynder og slutter med ledelse,Preben Buchholt,Dansk,6.25,9788799794713
2091,KLIP TIL JUL,Søren Thaae,Dansk,49.95,9788799797912
2092,JULEKLIPPERIER,Søren Thaae,Dansk,49.95,9788799797943
2093,FREM MED JULESAKSEN,Søren Thaae,Dansk,49.95,9788799797974
2094,Verdens sejeste Sebastian,Heidi Pedersen Vestnes,Dansk,31.25,9788799901517
2095,Bølgernes brusen/Tilbage til Willowby,Marion Lennox,Dansk,84.95,9789150789652
2096,5 AM Club,Robin Sharma,Dansk,179.95,9789150792072
2097,Postkort fra Berlin,Mandy Robotham,Dansk,159.95,9789150794687
2098,Heltenes sommer,Lotte Hammer,Dansk,159.95,9789150794779
2099,Rottelinjen,Lotte Hammer,Dansk,159.95,9789150794823
2100,Kvinden bag muren,Mandy Robotham,Dansk,159.95,9789150794847
2151,Black Knife,Jodi Meadows,Engelsk,14.95,9780062377081
2152,Science of Yoga,Ann Swanson,Engelsk,65.14,9780241536049
2153,Threat Vector,Tom Clancy,Engelsk,65.14,9780718198114
2154,Eye Of The World,Robert Jordan,Engelsk,55.83,9780748115341
2155,Lone Survivor,Marcus Luttrell,Engelsk,51.17,9780748118540
2156,Conspiracy Of Violence,Susanna Gregory,Engelsk,29.95,9780748124527
2157,Blood On The Strand,Susanna Gregory,Engelsk,41.85,9780748124534
2158,Relentless,Bradford,Engelsk,47.43,9780857152619
2159,Tom Clancy's Net Force: Cybernation,Tom Clancy,Engelsk,96.76,9781101002506
2160,Touch Not the Cat,Mary Stewart,Engelsk,55.83,9781444715040
2161,Bravo Two Zero,Andy Mcnab,Engelsk,89.95,9781448170982
2162,280 Japanese Lace Stitches,Nihon Vogue,Engelsk,239.95,9781462922406
2163,Introduction to Coping with Extreme Emotions,Lee Brosan,Engelsk,19.95,9781472137333
2164,Legendary,Stephanie Garber,Engelsk,29.95,9781473629219
2165,Trust Your Timing,Alice Bell,Engelsk,121.06,9781529904994
2166,"Love Me, Don't Leave Me",Michelle Skeen,Engelsk,169.95,9781608829545
2167,Ultimate Guide to Bondage,Mistress Couple,Engelsk,201.97,9781627782753
2168,Bondage mini book,Lord Morpheous,Engelsk,69.95,9781631595318
2169,Boys,Ella Hickson,Engelsk,179.95,9781780011646
2170,Misquoting Muhammad,Jonathan A. C. Brown,Engelsk,87.42,9781780744216
2171,Knitting for Olive,Knitting for Olive,Engelsk,130.38,9781781579107
2172,Diagnosis and Treatment of Chronic Fatigue Syndrome and Myalgic Encephalitis Second Edition,Sarah Myhill,Engelsk,84.95,9781781610800
2173,Making It So,,Engelsk,185.84,9781982167752
2174,Kanak Sprak,Feridun Zaimoglu,Tysk,65.14,9783867895477
2175,Coach dig selv,Kjeld Fredens,Dansk,79.95,9788702108583
2176,Dit personlige ledelsesrum,Dorte Cohr Lützen,Dansk,49.95,9788702119145
2177,Mærket for livet,Den Kongelige Livgarde,Dansk,49.95,9788702144444
2178,Når snerlen blomstrer,Bjarne Reuter,Dansk,84.95,9788702144598
2179,Vi der valgte mælkevejen,Bjarne Reuter,Dansk,49.95,9788702144635
2180,Seneca,Villy Sørensen,Dansk,49.95,9788702195057
2181,Perleporten,Erik Aalbæk Jensen,Dansk,49.95,9788702213232
2182,Samlede skuespil / bind 5,William Shakespeare,Dansk,49.95,9788702236477
2183,Ud af diabetes 2,Anette Sams,Dansk,79.95,9788702250152
2184,Ole og lærkefolket,Poul Dyrhauge,Dansk,49.95,9788702256574
2185,Vi er en del af jorden,Seattle høvding,Dansk,49.95,9788702257311
2186,Helt som de andre,Annie Bahnson,Dansk,84.95,9788702270822
2187,Ikke afsendt,Lærke Winther,Dansk,79.95,9788702295481
2188,Fri,E. L. James,Dansk,129.95,9788702338874
2189,Natterædsel,Aleksa Okanovic,Dansk,79.95,9788702394375
2190,Frontsvin,Klaus Konrad,Dansk,69.95,9788711574614
2191,Den dramatiske skrædder,C.N. Rosenkilde,Dansk,69.95,9788711653104
2192,Den ulykkelige Edvard: En vrøvleroman,C.N. Rosenkilde,Dansk,39.95,9788711653128
2193,Efterladte skrifter 2,C.N. Rosenkilde,Dansk,49.95,9788711677681
2194,Et atelier i Paris,Guillaume Musso,Dansk,149.95,9788711906569
2195,Heksedrengen,Lone Theils,Dansk,149.95,9788711967706
2196,Når børn og unge får angst,Peter Lund Madsen,Dansk,179.95,9788711983744
2197,God mad let at lave,Kirsten Høgh Fogt,Dansk,199.95,9788711988855
2198,Tres kilo solskin,Hallgrímur Helgason,Dansk,179.95,9788711998625
2199,Amdi og Tvind,Peter Tygesen,Dansk,239.95,9788712069256
2200,Blafferparret,Cupido And Others,Dansk,39.95,9788726293364
2201,Sauna – kun for piger – erotiske noveller,Cupido,Dansk,39.95,9788726650112
2202,Niels Bohr - Det beskedne geni,Charlotte Koldbye,Dansk,199.95,9788727014180
2203,Kirsebærhaven,Anton Tjekhov,Dansk,49.95,9788728088005
2204,Turen går til USA på kryds & tværs,Morten Wilhelm Scholtz,Dansk,35.0,9788740018738
2205,Turen går til Sri Lanka,Tore E. H. Holst,Dansk,35.0,9788740033885
2206,Statsministrene,Michael Dyrby,Dansk,139.95,9788740045529
2207,Scener fra hjertet,Beata Ernman,Dansk,199.95,9788740058383
2208,Turen går til Californien & Vestlige USA,Preben Hansen,Dansk,35.0,9788740069280
2209,Nick og Charlie,Alice Oseman,Dansk,139.95,9788740081763
2210,Modernitet og selvidentitet,Anthony Giddens,Dansk,139.95,9788741271156
2211,Carl Nielsen for kor,Carl Nielsen,Dansk,84.95,9788759892213
2212,Mellem_rum. Syndflod,Peter Krogholm,Dansk,49.95,9788762522831
2213,Når hjertet er en elpisker,Mette Vedsø,Dansk,129.95,9788763864381
2214,Mødet med janteloven,Jørgen Christensen,Dansk,69.95,9788770170666
2215,Fortids synder,Ian Rankin,Dansk,69.95,9788771297225
2216,Pocket Bangkok,Lonely Planet,Dansk,74.95,9788771481884
2217,Onkel Vanja,Anton Tjekhov,Dansk,49.95,9788771834130
2218,Personligt ansvar i et diktatur,Hannah Arendt,Dansk,119.95,9788772049458
2219,Sober curious,Ruby Warrington,Dansk,179.95,9788773397992
2220,Et forsvar for kvindens rettigheder,Mary Wollstonecraft,Dansk,64.95,9788775148721
2221,Hvid Jul - Gaver,Susanne Magelund,Dansk,49.95,9788792931023
2222,Hvid Jul - Pynten,Susanne Magelund,Dansk,49.95,9788792931030
2223,Ting jeg ikke vil vide,Deborah Levy,Dansk,149.95,9788794024228
2224,Knogledrengen,Astrid B. Z. Madsen,Dansk,64.95,9788794244138
2225,Den lille guide til opstart af egen virksomhed,Jane Ibsen Piper,Dansk,139.95,9788794360463
2226,En jægers dagbog,Ivan Turgenjev,Dansk,94.95,9788797005804
2227,135 Skabeloner til juleklip,Melike Fürstenberg,Dansk,89.95,9788799412174
2228,Nye skabeloner til juleklip,Melike Fürstenberg,Dansk,79.95,9788799412198
2229,Karolines Aftensmad på 30 minutter,Karolines Køkken,Dansk,49.95,9788799589463
2230,Utroskab - Nej tak!,Steen Rassing,Dansk,124.95,9788799686124
2231,SEJT!,Claus Kræmmer,Dansk,64.95,9788799773893
2232,Gangster farmor vender tilbage!,David Walliams,Dansk,149.95,9789150794922
2233,En konges vej - Del 1,Brandon Sanderson,Dansk,139.95,9789180138116
2234,En konges vej - Del 3,Brandon Sanderson,Dansk,139.95,9789180138130
2235,Fight Club,Chuck Palahniuk,,54.95,9789734622801
2236,Brobyggerne,Jan Guillou,Dansk,119.95,9788770537100
2237,De landsforviste - Australierne 1,Vivian Stuart,Dansk,159.95,9789979642947
2238,Écouter la colère,Connie Pedersen,Fransk,50.0,9788771965179
2239,The Hunger Games 0 - En fortælling om sangfugle og slanger,Suzanne Collins,Dansk,129.95,9788702292930
2240,Manden i tre dele,Thomas Bagger,Dansk,179.95,9788740071405
2241,Må jeg være fri,Christoffer Lilleholt,Dansk,129.95,9788702405620
2242,Fifty Shades - Fanget,E. L. James,Dansk,129.95,9788763827256
2243,Den røde glente,Elsebeth Egholm,Dansk,179.95,9788772388403
2244,Barbar,Amina Elmi,Dansk,129.95,9788702387889
2245,Arbejdets land,Kaare Dybvad Bek,Dansk,179.95,9788773396902
2246,Den skandaløse lady,Sarah MacLean,Dansk,79.95,9788702387933
2247,Nemme glutenfri kager,Simon Weisdorf,Dansk,39.95,9788771962932
2248,Klædt på til Metaverset,Louise Koch ,Dansk,149.95,9788771965759
2249,Den hvide død,Robert Galbraith,Dansk,159.95,9788702277715
2250,Ørkenguden,Wilbur Smith,Dansk,99.95,9788711326381
2251,Skyggesøsteren,Lucinda Riley,Dansk,189.95,9788763852470
2252,Akupunkturens metode,Jens-Erik Risom,Dansk,99.95,9788726776522
2253,Elon Musk,Walter Isaacson,Engelsk,171.2,9781398527515
2254,Europa,Timothy Garton Ash,Dansk,239.95,9788712076247
2255,Personlig virksomhed - Enkeltmands & I/S,John Hannover,Dansk,69.95,9788740489989
2256,Katten efter musen,Matthew Arlidge,Dansk,159.95,9788742606339
2257,Maskiner der tænker,Inga Strümke,Dansk,199.95,9788740078442
2258,Mærkedage,Jens Smærup Sørensen,Dansk,49.95,9788702096576
2259,Se her!,Rudi Hass,Dansk,219.95,9788797240359
2260,Girls Just Wanna Have Funds,Anna-Sophie Hartvigsen,Engelsk,65.14,9780241622759
2261,Æblemostreglementet,John Irving,Dansk,149.95,9788711355268
2262,Det moderne sammenbrud,Søren Krarup,Dansk,49.95,9788702207774
2263,Hvor flodkrebsene synger,Delia Owens,Dansk,129.95,9788702288896
2264,Binding 13,Chloe Walsh,Engelsk,9.95,9780349439242
2265,Hvad hjertet aldrig glemmer,Kelly Rimmer,Dansk,129.95,9788702383881
2266,Alle vi børn i bulderby,Astrid Lindgren,Dansk,49.95,9788702209877
2267,Slip angsten,Irene Oestrich,Dansk,79.95,9788756705004
2268,Kammerat Napoleon,George Orwell,Dansk,49.95,9788702151046
2269,Brændende skyld: Afsnit 1,Inger Gammelgaard Madsen,Dansk,49.95,9788711669846
2270,Stemmen fra jorden,Inger Gammelgaard Madsen,Dansk,129.95,9788726782622
2271,Everything Is F*cked,Mark Manson,Engelsk,94.95,9780062888471
2272,How the Dukes Stole Christmas,Sarah MacLean,Engelsk,41.85,9780062962423
2273,Scoundrel Falls Hard,Sophie Jordan,Engelsk,29.95,9780063035720
2274,Girls Just Wanna Have Impact Funds,,Engelsk,65.14,9780241671207
2275,Being in Love,Osho,Engelsk,121.01,9780307409881
2276,3 Steps to Awakening,Osho,Engelsk,94.98,9780880500920
2277,Life Is a Soap Bubble,Osho,Engelsk,71.21,9780880504355
2278,Mustard Seed,Osho,Engelsk,71.21,9780880507714
2279,I Say Unto You,Osho,Engelsk,71.21,9780880509923
2280,Stealing Home,Grace Reilly,Engelsk,55.83,9781035412853
2281,Powerless,Lauren Roberts,Engelsk,71.2,9781398529502
2282,Amy and Isabelle,Elizabeth Strout,Engelsk,145.14,9781400077731
2283,Freedom,Osho,Engelsk,134.95,9781429907712
2284,Attached,Amir Levine,Engelsk,130.64,9781447205425
2285,Little Life,Hanya Yanagihara,Engelsk,130.64,9781447294849
2286,Abundance,Deepak Chopra,Engelsk,111.74,9781473591257
2287,Dragonbone Chair,Tad Williams,Engelsk,60.49,9781473617063
2288,Stone of Farewell,Tad Williams,Engelsk,65.14,9781473617070
2289,To Green Angel Tower,Tad Williams,Engelsk,60.49,9781473617087
2290,Complete Hindi Beginner to Intermediate Course,Dr Rupert Snell,Engelsk,37.19,9781473672475
2291,Way I Used to Be,Amber Smith,Engelsk,109.95,9781481449373
2292,Judy Hall's Crystal Companion,Judy Hall,Engelsk,37.19,9781841814858
2293,Blink,Mette Finderup,Dansk,79.95,9788702087376
2294,Dansen om Danisco,Jesper Kongskov,Dansk,49.95,9788702121766
2295,Otto er et næsehorn,Ole Lund Kirkegaard,Dansk,49.95,9788702125092
2296,"Denne dag, et liv",Jens Andersen,Dansk,79.95,9788702151275
2297,Jeg lægger dine breve under madrassen,Astrid Lindgren,Dansk,49.95,9788702154566
2298,Lille Virgil,Ole Lund Kirkegaard,Dansk,49.95,9788702186031
2299,Følelsernes intelligens,Daniel Goleman,Dansk,84.95,9788702189964
2300,De hæslige slynglers klub og andre gode historier,Ole Lund Kirkegaard,Dansk,49.95,9788702209532
2301,Samlede skuespil / bd. 3,William Shakespeare,Dansk,49.95,9788702211283
2302,Pilen peger på dig,Agnete Gersing,Dansk,129.95,9788702212457
2303,Nataljas fortællinger,Inger Christensen,Dansk,49.95,9788702231991
2304,Jeg mødte Jesus,Charlotte Rørth,Dansk,49.95,9788702256260
2305,Tærter,Mette Blomsterberg,Dansk,129.95,9788702330267
2306,De 199 trin,Michel Faber,Dansk,49.95,9788702331233
2307,Syndige nætter,Elle Kennedy,Dansk,129.95,9788702340297
2308,Den ærlige bedrager,Tove Jansson,Dansk,79.95,9788702341737
2309,Ehrengard,Karen Blixen,Dansk,79.95,9788702414691
2310,Den hedenske herre,Bernard Cornwell,Dansk,129.95,9788711342886
2311,En konges død,Bernard Cornwell,Dansk,99.95,9788711395035
2312,Motivation - Den overraskende sandhed om hvad der motiverer os,Daniel H. Pink,Dansk,179.95,9788711402313
2313,Hundrede år,Herbjørg Wassmo,Dansk,99.95,9788711413715
2314,Magiens mester,Wilbur Smith,Dansk,129.95,9788711490952
2315,Om efteråret,Karl Ove Knausgaard,Dansk,149.95,9788711501344
2316,Blafferens galakseguide,Douglas Adams,Dansk,69.95,9788711661673
2317,De danskes øer (bind 1),Achton Friis,Dansk,99.95,9788711708712
2318,Hyklere og myklere på Mallorca,Arne Falk-Rønne,Dansk,69.95,9788711713860
2319,Percy Jackson 5: Den sidste olymper,Rick Riordan,Dansk,99.95,9788711800515
2320,Brødre på landevejen,Allan Bo Andresen,Dansk,149.95,9788711904213
2321,Overtalelse,Jane Austen,Dansk,79.95,9788711920046
2322,Må jeg være fri,Bjarne Henrik Lundis,Dansk,69.95,9788727056845
2323,Keto,Jane Faerber,Dansk,199.95,9788740053722
2324,Fru Marie Grubbe,J. P. Jacobsen,Dansk,15.38,9788740407662
2325,Maleren fra Shanghai,Jennifer Cody Epstein,Dansk,49.95,9788741301945
2326,Huckleberry Finns hændelser,Mark Twain,Dansk,39.95,9788743081838
2327,Julebreve fra Blossom Street / Juleromantik / En god start / Et nytårsforsæt,Debbie Macomber,Dansk,29.95,9788743507710
2328,Større end os,Christina Bonde,Dansk,94.95,9788758841038
2329,Større end os to,Christina Bonde,Dansk,94.95,9788758849782
2330,Større end os tre,Christina Bonde,Dansk,94.95,9788758854465
2331,Ligge i grønne enge,Anne B. Ragde,Dansk,79.95,9788763817554
2332,Fifty Shades - I mørket,E. L. James,Dansk,129.95,9788763827263
2333,I mørket,E. L. James,Dansk,129.95,9788763856935
2334,Orkideens hemmelighed,Lucinda Riley,Dansk,79.95,9788763862431
2335,Den der overlever,Victor Pavic Lundberg,Dansk,159.95,9788770078252
2336,Hævn over Hannah,Natalie Barelli,Dansk,94.95,9788770309271
2337,Ayurveda,Martin Bonde Mogensen,Dansk,179.95,9788770365710
2338,Ud og hjem,Winni Østergaard,Dansk,190.38,9788770704267
2339,Til deres dages ende,Winni Østergaard,Dansk,129.95,9788770707336
2340,Ondskab,Chris Carter,Dansk,129.95,9788771073362
2341,Det forladte hus,Charlie Donlea,Dansk,159.95,9788771077759
2342,Bag slørene,Michael Connelly,Dansk,59.95,9788772041667
2343,Datter savnet,Anna Jansson,Dansk,149.95,9788772383620
2344,Kvinden på bænken,Anna Jansson,Dansk,99.95,9788772387420
