Rank,title,AuthorName,Language,Price_normal,Id
1,Syv m2 med lås,Jussi Adler-Olsen,Dansk,249.95,9788740068849
2,Terminalen,Michael Katz Krefeld,Dansk,199.95,9788740090079
3,OXEN – Pilgrim,Jens Henrik Jensen,Dansk,199.95,9788740068733
4,De hvide nætter,Katrine Engberg,Dansk,199.95,9788775622832
5,Tre,Valérie Perrin,Dansk,199.95,9788775621118
6,Bødlernes daggry,Michael Katz Krefeld,Dansk,199.95,9788711996812
7,Nathuset,Jo Nesbø,Dansk,159.95,9788770078672
8,Vanedyr,Nicklas Brendborg,Dansk,219.95,9788773396995
9,Bedrag bedragerne,Jan Guillou,Dansk,159.95,9788770078924
10,Under en anden himmel,Mich Vraa,Dansk,199.95,9788711996713
11,Byttet,Stefan Ahnhem,Dansk,149.95,9788727043890
12, Sømærke,Lærke Kløvedal,Dansk,159.95,9788743404170
13,Den sorte hund,Elly Griffiths,Dansk,189.95,9788712075165
14,Sår,Sara Blaedel,Dansk,199.95,9788740083576
15,Det brændende blad,Katrine Engberg,Dansk,199.95,9788793983649
16,Lysets våben,Ken Follett,Dansk,189.95,9788702399158
17,De bedste familier ,Kim Blæsbjerg,Dansk,169.95,9788743403265
18,Mørket bag dig,Kirsten Thorup,Dansk,159.95,9788702324686
19,Blodmånen,Jo Nesbø,Dansk,159.95,9788770077620
20,Adams arv,Sofie Lassen-Kahlke,Dansk,199.95,9788740068757
21,Bjørn,Iben Mondrup,Dansk,199.95,9788740068818
22,Imperiet (Ravn-serien nr. 7),Michael Katz Krefeld,Dansk,99.95,9788711981344
23,Vølvens vej - Ulvegabet,Anne-Marie Vedsø Olesen,Dansk,179.95,9788727116457
24,Siden den aften,Karin Slaughter,Dansk,179.95,9788743513285
25,I dine sko,Jojo Moyes,Dansk,199.95,9788793983465
26,Troldmanden fra Kreml,Giuliano da Empoli,Dansk,179.95,9788740085068
27,Gøgeungen,Camilla Läckberg,Dansk,209.95,9788775930937
28,Elins død,Sara Blaedel,Dansk,199.95,9788740081381
29,Skyggeriget,Kim Faber,Dansk,199.95,9788740080872
30,City,Jesper Stein,Dansk,199.95,9788740083507
31,Pigen under jorden,Elly Griffiths,Dansk,79.95,9788712055501
32,Natrium Chlorid,Jussi Adler-Olsen,Dansk,199.95,9788740074987
33,Gopler ældes baglæns,Nicklas Brendborg,Dansk,189.95,9788773399538
34,Ligene i lysthuset,Anna Grue,Dansk,179.95,9788727082202
35,OXEN – De frosne flammer,Jens Henrik Jensen,Dansk,139.95,9788740028720
36,Mirage,Camilla Läckberg,Dansk,179.95,9788775935031
37,Nattens udyr,Michael Katz Krefeld,Dansk,79.95,9788711989067
38,Mørket kalder,Michael Katz Krefeld,Dansk,79.95,9788711910320
39,Lenins bodyguard,Leif Davidsen,Dansk,199.95,9788711996652
40,Løb som floden,Shelley Read,Dansk,199.95,9788740083460
41,Troskyldigheden selv,Lone Theils,Dansk,149.95,9788727013954
42,En Oceankrydsning,Lars Asp Møller,Dansk,74.95,9788740440003
43,Kult,Camilla Läckberg,Dansk,179.95,9788775930067
44,Box,Camilla Läckberg,Dansk,179.95,9788772385952
45,OXEN – De mørke mænd,Jens Henrik Jensen,Dansk,109.95,9788740016390
46,Den våde grav,Robert Galbraith,Dansk,159.95,9788702408218
47,En syerske i New York,Natasha Lester,Dansk,199.95,9788775620289
48,Vølvens vej - Snehild,Anne-Marie Vedsø Olesen,Dansk,79.95,9788711986004
49,Drømmer,Claus Meyer,Dansk,219.95,9788773396964
50,Stormbjerget,Liza Marklund,Dansk,179.95,9788775935055
51,11%,Maren Uthaug,Dansk,179.95,9788711996799
52,OXEN – De hængte hunde,Jens Henrik Jensen,Dansk,109.95,9788740007336
53,Mosen,Liza Marklund,Dansk,179.95,9788775930296
54,Hafni fortæller,Helle Helle,Dansk,159.95,9788743406044
55,OXEN – Gladiator,Jens Henrik Jensen,Dansk,199.95,9788740072785
56,Opløst,Sara Blaedel,Dansk,199.95,9788740071986
57,Vand til blomster,Valérie Perrin,Dansk,159.95,9788775620135
58,HjerneRo,Peter Vangsgaard Hyldig,Dansk,169.95,9788727106427
59,OXEN – Lupus,Jens Henrik Jensen,Dansk,139.95,9788740051421
60,Efterforsket,Stine Bolther,Dansk,199.95,9788740070873
61,Skytsengel (Ravn-serien nr. 6),Michael Katz Krefeld,Dansk,79.95,9788711919385
62,Den mørke engel,Elly Griffiths,Dansk,79.95,9788712062301
63,Airfryer-grundbogen,Britt Andersen,Dansk,199.95,9788740088137
64,Kvæler,Kim Faber,Dansk,199.95,9788740074123
65,Det blinde øje,Mathilde Walter Clark,Dansk,179.95,9788740089134
66,Sort is,Yrsa Sigurdardottir,Dansk,149.95,9788727012414
67,Elon Musk,Walter Isaacson,Dansk,199.95,9788743403975
68,Vølvens vej - Misteltenen,Anne-Marie Vedsø Olesen,Dansk,179.95,9788727016092
69,Det hele handler ikke om dig,Niels Overgaard,Dansk,149.95,9788770368636
70,Den anden side af månen,Mari Jungstedt,Dansk,169.95,9788775933723
71,Spion i blodet,Morten Skjoldager,Dansk,209.95,9788775930302
72,Den der dræbte helvedes engle,Jan Guillou,Dansk,159.95,9788770077149
73,Lev mere tænk mindre,Pia Callesen,Dansk,159.95,9788740039061
74,Hvide blomster,Sissel-Jo Gazan,Dansk,199.95,9788740067095
75,Meter i sekundet,Stine Pilgaard,Dansk,149.95,9788743400042
76,Havørnens skrig,Karin Smirnoff,Dansk,159.95,9788770077941
77,Sidste udkald for rejsende Jørgen Leth,Jakob Kvist,Dansk,199.95,9788727124865
78,Fourth Wing - Bestå ... eller dø,Rebecca Yarros,Dansk,159.95,9788740090666
79,Alix St Pierres tre liv,Natasha Lester,Dansk,199.95,9788775621729
80,Stuepigen og kranføreren,Bent Haller,Dansk,199.95,9788727022314
81,Det tavse vidne,Elly Griffiths,Dansk,79.95,9788712058076
82,Græshoppens år,Terry Hayes,Dansk,199.95,9788740090499
83,Slægtens lænker,Jeffrey Archer,Dansk,149.95,9788711995457
84,Memoria,David Lagercrantz,Dansk,199.95,9788740083330
85,Nærmest fri,Daniel Rye,Dansk,199.95,9788740088311
86,Kan man tænke sig rask?,Thomas Breinholt,Dansk,179.95,9788727122779
87,Når vi ånder i takt,Niels Hausgaard,Dansk,199.95,9788727103648
88,Nedsmeltning,Niels Krause-Kjær,Dansk,199.95,9788711996676
89,Den hemmelige arv,Natasha Lester,Dansk,159.95,9788793983502
90,Tabita,Iben Mondrup,Dansk,199.95,9788740060508
91,Pagten,Michael Katz Krefeld,Dansk,99.95,9788711897492
92,Forsvundet i mørket,Elly Griffiths,Dansk,79.95,9788712062356
93,Tre dage i april,Mich Vraa,Dansk,179.95,9788727004334
94,De udstødte,Elly Griffiths,Dansk,79.95,9788712058090
95,Drageland,Puk Damsgård,Dansk,199.95,9788740090109
96,Hard-Kåre - Historien om en af Danmarks mest succesrige topchefer,Kåre Schultz,Dansk,199.95,9788727122786
97,Polarcirklen,Liza Marklund,Dansk,149.95,9788772386430
98,Brænd alle mine breve,Alex Schulman,Dansk,149.95,9788711995877
99,Døden på museet,Elly Griffiths,Dansk,79.95,9788712056935
100,Huset på klippen,Elly Griffiths,Dansk,79.95,9788712056911
301,Voksbarnet,Olga Ravn,Dansk,129.95,9788702395518
302,Peters kærlighed,Mich Vraa,Dansk,129.95,9788711845097
303,Den sidste enke,Karin Slaughter,Dansk,239.95,9789150792126
304,Sølvtøj og sød musik,Ewa Klingberg,Dansk,79.95,9788712060543
305,Familiebånd,Katrine Wessel,Dansk,159.95,9788775718818
306,Turen går til Berlin,Michelle Arrouas,Dansk,35.0,9788740066203
307,Flagermusmanden,Jo Nesbø,Dansk,89.95,9788770537919
308,En vild fårejagt,Haruki Murakami,Dansk,139.95,9788771294859
309,Fix din fordøjelse,Tine Jørgensen,Dansk,199.95,9788740082722
310,Emmas bog,Katrine Wessel,Dansk,159.95,9788775710690
311,Courtneys krig,Wilbur Smith,Dansk,69.95,9788711905777
312,Hvad jeg taler om når jeg taler om at løbe,Haruki Murakami,Dansk,159.95,9788771295825
313,Krigens arv,Wilbur Smith,Dansk,69.95,9788711992937
314,Safirenken,Dinah Jefferies,Dansk,149.95,9788772387451
315,Window Shopping,Tessa Bailey,Engelsk,9.95,9780349433325
316,Falske sandheder i livet,Morten Albaek,Dansk,159.95,9788702332193
317,Et nyt liv,Danielle Steel,Dansk,79.95,9788711623053
318,Magi,Danielle Steel,Dansk,79.95,9788711837726
319,Hjertebanken,Danielle Steel,Dansk,79.95,9788711849583
320,De stumme piger,Steffen Jacobsen,Dansk,179.95,9788711989739
321,Åleevangeliet,Patrik Svensson,Dansk,219.95,9788712059646
322,Huset på stranden,Sarah Jio,Dansk,179.95,9788712073659
323,"Hvis De lige vil sidde helt stille, frue, dr. Jacobsen er ny på afdelingen",Steffen Jacobsen,Dansk,149.95,9788726012477
324,Bækkenbund og seksualitet,Helle Gotved,Dansk,49.95,9788726337778
325,Det danske imperium. Storhed og fald,Michael Bregnsbo,Dansk,79.95,9788726762679
326,Under sneen,Yrsa Sigurdardottir,Dansk,69.95,9788727007151
327,Turen går til Normandiet & Bretagne,Ove Rasmussen,Dansk,35.0,9788740063554
328,Bjørnen sover,Emelie Schepp,Dansk,179.95,9788740080360
329,Rødvin & memoirer,Peter A.G. Nielsen,Dansk,199.95,9788740081794
330,Dragenotatet,Michael Larsen,Dansk,159.95,9788740694680
331,Dobbeltfejl,Anne Mette Kirk,Dansk,169.95,9788743403074
332,Bundfald,Jørn Lier Horst,Dansk,89.95,9788770070157
333,Slagside,Jørn Lier Horst,Dansk,159.95,9788770074773
334,1968,Jan Guillou,Dansk,119.95,9788771469059
335,Tiggeren,Sofie Sarenbrant,Dansk,64.95,9788771804461
336,Mytomanen,Sofie Sarenbrant,Dansk,149.95,9788772381824
337,Englevagt,Sofie Sarenbrant,Dansk,149.95,9788772386126
338,I magtens skygge,Viveca Sten,Dansk,129.95,9788775623099
339,Tilbage til Rosenlyst,Katrine Wessel,Dansk,159.95,9788775712632
340,Ellinors modige valg,Katrine Wessel,Dansk,159.95,9788775718535
341,Når alt kommer for en dag,Katrine Wessel,Dansk,159.95,9788775718733
342,Sommeren på Oaktree Manor,Katrine Wessel,Dansk,159.95,9788775718771
343,Testamentet,Wilbur Smith,Dansk,129.95,9788727103235
344,Den hemmelige bibliotekar,Madeline Martin,Dansk,179.95,9788727018683
345,Farao,Wilbur Smith,Dansk,149.95,9788711899960
346,De glemte børns bog,Kristin Harmel,Dansk,79.95,9788712067474
347,Du lever,Harlan Coben,Dansk,189.95,9788712074953
348,"Offertrekanten  - den dysfunktionelle dans i parforholdet, i familien eller på jobbet",Steen Rassing,Dansk,146.15,9788799686100
349,Billedets retorik,Roland Barthes,Dansk,19.95,9788773324783
350,Fuglemanden,Sarah Engell,Dansk,149.95,9788711907504
251,Julekalender for voksne,Jens Rosendal,Dansk,59.95,9788741003993
252,Keto på 4 uger,Jane Faerber,Dansk,199.95,9788740062793
253,Frederik 3. ,Lars Christensen,Dansk,239.95,9788774675679
254,Det nye rige,Wilbur Smith,Dansk,69.95,9788711992951
255,Tab dig sundere - med anti-inflammatorisk kost,Martin Kreutzer,Dansk,199.95,9788740081831
256,Duften af sommer,Katrine Wessel,Dansk,159.95,9788775717019
257,Hvis der skulle komme et menneske forbi,Thomas Korsgaard,Dansk,149.95,9788711735497
258,Månesøsteren,Lucinda Riley,Dansk,129.95,9788763859059
259,Min egen stemme,Britney Spears,Dansk,199.95,9788740081893
260,Oplyst,Tara Westover,Dansk,99.95,9788711913062
261,Det tredje rige,Karl Ove Knausgaard,Dansk,199.95,9788727024592
262,Brændende piger,C.J. Tudor,Dansk,179.95,9788727018690
263,Motiv X,Stefan Ahnhem,Dansk,69.95,9788711907405
264,Mysteriet i Genbrugsen,Anna Grue,Dansk,69.95,9788711985663
265,Skynd dig at elske,Alex Schulman,Dansk,179.95,9788711994986
266,Ingen udvej,Cara Hunter,Dansk,79.95,9788712059875
267,Rejsen hjem,Kate Morton,Dansk,159.95,9788702390704
268,"Habitus, kapital og felt - Bourdieus greb til en analyse af praksis",Lisanne Wilken,Dansk,24.95,9788778674418
269,Pigen fra det store hvide skib,Jesper Bugge Kold,Dansk,79.95,9788711989654
270,Sekten,Michael Katz Krefeld,Dansk,169.95,9788711491058
271,Tørst,Jo Nesbø,Dansk,119.95,9788771468007
272,Lær at styre dine tanker og følelser,Lars Fomsgaard,Dansk,109.95,9788797449653
273,Pans hemmelighed,Michael Katz Krefeld,Dansk,79.95,9788711411087
274,Den inderste kerne,Lotte Kaa Andersen,Dansk,169.95,9788743401186
275,Turen går til Rom,Alfredo Tesio,Dansk,35.0,9788740067156
276,Spøgelsesfangen,Jens Henrik Jensen,Dansk,109.95,9788756702065
277,Forræderne i Litauen,Susanne Staun,Dansk,129.95,9788702408263
278,Troldmanden fra Jordhavet,Ursula K. Le Guin,Dansk,139.95,9788793895393
279,Blindt raseri,Cara Hunter,Dansk,79.95,9788712059899
280,Søjler af ild,Wilbur Smith,Dansk,69.95,9788711984161
281,Den svenske konges hemmelige marmeladeopskrift,Knud Romer,Dansk,179.95,9788711997567
282,Blomstrende syrener,Martha Hall Kelly,Dansk,139.95,9788740049411
283,Trækopfuglens krønike,Haruki Murakami,Dansk,159.95,9788771292503
284,Den glemte pige,Karin Slaughter,Dansk,159.95,9788771919486
285,"Hver gang du trækker vejret, indånder du støvet fra vores knogler",Ditte Holm Bro,Dansk,169.95,9788727022161
286,Akrash,Jesper Stein,Dansk,109.95,9788740016369
287,Ni liv,Emelie Schepp,Dansk,159.95,9788740068535
288,Mysteriet på værelse 622,Joël Dicker,Dansk,179.95,9788772384672
289,Til rigets bedste,Peter Winther-Schmidt,Dansk,159.95,9788775715633
290,Det sidste liv,Peter Mohlin,Dansk,169.95,9788775931682
291,Kamp om anerkendelse,Axel Honneth,Dansk,139.95,9788741272405
292,En dag vil vi grine af det,Thomas Korsgaard,Dansk,149.95,9788726012507
293,Netspinderen,Lars Kepler,Dansk,159.95,9788702284584
294,Din og min verden,Abby Jimenez,Dansk,79.95,9788702405811
295,Tillid,Hernan Diaz,Dansk,179.95,9788727013862
296,Hulemanden,Jørn Lier Horst,Dansk,89.95,9788770070171
297,Det inderste rum,Jørn Lier Horst,Dansk,89.95,9788770071864
298,Ond vilje,Jørn Lier Horst,Dansk,89.95,9788770073721
299,Den tavse enke,Sara Blaedel,Dansk,199.95,9788740066111
300,Paradis,Abdulrazak Gurnah,Dansk,149.95,9788743402688
101,Nøglen til mord,Anna Grue,Dansk,69.95,9788711996751
102,Stjernehimlen over Ferry Lane Marked,Nicola May,Dansk,159.95,9788775622047
103,Regnbuen ender ved Ferry Lane Marked,Nicola May,Dansk,159.95,9788775622054
104,Ar,Jørn Lier Horst,Dansk,159.95,9788770078696
105,Nemesis,Wilbur Smith,Dansk,179.95,9788727017266
106,Offer 2117,Jussi Adler-Olsen,Dansk,179.95,9788740056983
107,Kærlig hilsen fra London,Sarah Jio,Dansk,79.95,9788712070665
108,Kriger uden maske,Hanne-Vibeke Holst,Dansk,159.95,9788702293555
109,Savnet,Michael Katz Krefeld,Dansk,99.95,9788711323915
110,Sundt blodtryk på 14 dage,Jens Linnet,Dansk,199.95,9788740051049
111,Løgnens hus,Elly Griffiths,Dansk,79.95,9788712055549
112,Om trøst,Michael Ignatieff,Dansk,94.95,9788774675389
113,Stencirklen,Elly Griffiths,Dansk,189.95,9788712071549
114,Planen,Nando Boers,Dansk,179.95,9788775934218
115,Frem i lyset,Katrine Wessel,Dansk,159.95,9788775716975
116,Mit menneske,Herbjørg Wassmo,Dansk,179.95,9788727010106
117,Alt det lys vi ikke ser,Anthony Doerr,Dansk,139.95,9788740020731
118,Mr. Saitos Rejsebiograf,Annette Bjergfeldt,Dansk,159.95,9788770078801
119,Profeten og idioten,Jonas Jonasson,Dansk,159.95,9788770077415
120,Karthago,Steffen Jacobsen,Dansk,199.95,9788727014340
121,Soulshock,Niels Fez Pedersen,Dansk,179.95,9788775937196
122,Skår,Bret Easton Ellis,Dansk,199.95,9788727024493
123,Manden der bar solen,Kristian Bang Foss,Dansk,159.95,9788702308785
124,Økseskibet,Jens Henrik Jensen,Dansk,109.95,9788740016628
125,Lygtemændene,Elly Griffiths,Dansk,189.95,9788712072522
126,Vinden kender mit navn,Isabel Allende,Dansk,199.95,9788740086157
127,Den skjulte,Linda Castillo,Dansk,199.95,9788740082395
128,Annas sang,Benjamin Koppel,Dansk,129.95,9788702324655
129,Huset på Rivieraen,Natasha Lester,Dansk,159.95,9788775620302
130,Den franske fotograf,Natasha Lester,Dansk,129.95,9788793983021
131,Jeg anerkender ikke længere jeres autoritet,Glenn Bech,Dansk,79.95,9788702382075
132,Vittu,Iben Mondrup,Dansk,199.95,9788740076288
133,Grib livet - Slip angsten,Pia Callesen,Dansk,159.95,9788740054880
134,De uværdige,Roy Jacobsen,Dansk,179.95,9788727022611
135,Nøglevidnet,Jørn Lier Horst,Dansk,89.95,9788770073752
136,Parasitten,Sofie Sarenbrant,Dansk,169.95,9788775935048
137,Isola,Katrine Engberg,Dansk,159.95,9788793983106
138,Iron Flame - Brænd. Det. Ned.,Rebecca Yarros,Dansk,159.95,9788740091076
139,Når det mørkner,Jørn Lier Horst,Dansk,129.95,9788770073608
140,Kvinden i blåt,Elly Griffiths,Dansk,79.95,9788712060024
141,Stemmer fra graven,Elly Griffiths,Dansk,79.95,9788712060000
142,Forræderen,Jørn Lier Horst,Dansk,159.95,9788770078238
143,Kongekabale,Niels Krause-Kjær,Dansk,79.95,9788711912430
144,Satans sommer,Kim Faber,Dansk,199.95,9788740063226
145,Airfryer-julebogen,Britt Andersen,Dansk,109.95,9788740091458
146,Vådeskud,Katrine Engberg,Dansk,179.95,9788770365703
147,Et rige delt,Peter Winther-Schmidt,Dansk,159.95,9788775715671
148,Hvo intet vover,Katrine Wessel,Dansk,159.95,9788775716913
149,Offer uden ansigt,Stefan Ahnhem,Dansk,99.95,9788711348536
150,Boghandleren i Dachau,Shari J. Ryan,Dansk,159.95,9788771165616
351,Domino,Carin Gerhardsen,Dansk,64.95,9788771806687
352,Drop opdragelsen,Fie Hørby,Dansk,79.95,9788702289503
353,Når violerne blomstrer,Sarah Jio,Dansk,79.95,9788712060239
354,Nok om mig,Vincent Hendricks,Dansk,179.95,9788740085655
355,Pigen i labyrinten,Guillaume Musso,Dansk,69.95,9788727002262
356,Ild og dybt vand,Åsa Träff,Dansk,149.95,9788727009315
357,Opklaret,Stine Bolther,Dansk,139.95,9788740052732
358,Lasternes tid,Deepti Kapoor,Dansk,189.95,9788743404453
359,Rødhals,Jo Nesbø,Dansk,89.95,9788770537933
360,100 års ensomhed,Gabriel Garcia Marquez,Dansk,79.95,9788763839693
361,Rosens navn,Umberto Eco,Dansk,79.95,9788763818407
362,Mord på kostskolen,Lucinda Riley,Dansk,129.95,9788702362251
363,Den sidste kamelia,Sarah Jio,Dansk,79.95,9788712066514
364,Madro for de mindste,Anne Kjær Elsøe,Dansk,179.95,9788740082746
365,Verdens vinter,Ken Follett,Dansk,129.95,9788763827072
366,Fugls føde,Peter Seeberg,Dansk,49.95,9788702198584
367,UFO-Mysteriet,Frederik Dirks Gottlieb,Dansk,129.95,9788702339031
368,Fortabt,Linda Castillo,Dansk,199.95,9788740077148
369,Er mor død,Vigdis Hjorth,Dansk,159.95,9788740667882
370,Dine fjenders fjende,Jan Guillou,Dansk,89.95,9788771462968
371,Den agtværdige morder,Jan Guillou,Dansk,89.95,9788771462982
372,Øje for øje,Jan Guillou,Dansk,89.95,9788771462999
373,Endnu en dag i Guds skaberværk,Katrine Marie Guldager,Dansk,129.95,9788702391497
374,Det syvende møde,Herbjørg Wassmo,Dansk,99.95,9788711355541
375,Pariseren,Isabella Hammad,Dansk,199.95,9788740056013
376,Mord og mandelduft,Camilla Läckberg,Dansk,59.95,9788771082845
377,Lykke-Per,Henrik Pontoppidan,Dansk,29.95,9788793763036
378,Øjet der ser,Jeffrey Archer,Dansk,69.95,9788711984185
379,Paganinikontrakten,Lars Kepler,Dansk,79.95,9788702158588
380,Sorthuset,Peter May,Dansk,129.95,9788702350906
381,Sandhedens time,Cara Hunter,Dansk,189.95,9788712073727
382,Hemmeligheder og løgne,Katrine Wessel,Dansk,159.95,9788775712922
383,Natten åbner sig som en port,Anne Lise Marstrand-Jørgensen,Dansk,159.95,9788772322940
384,Den anden dødssynd,Jan Guillou,Dansk,159.95,9788770072557
385, Det bedste man kan sige,Nadia Kløvedal Reich,Dansk,189.95,9788712076018
386,Kniv,Jo Nesbø,Dansk,119.95,9788770071987
387,Ved højlys dag,Jeffrey Archer,Dansk,229.95,9788711996232
388,"Teoribog, til personbil kat. B, m 3 mdr's adgang til 20 teoriprøver",Bo Mathiesen,Dansk,199.95,9788740477528
389,Dommeren i Helsingør 1,Lars Kjædegaard,Dansk,79.95,9788702386752
390,Den virkelige verden,Malene Ravn,Dansk,129.95,9788702325508
391,Skjult,Cara Hunter,Dansk,79.95,9788712059851
392,Sten i silke,Mikael Niemi,Dansk,159.95,9788770078979
393,Hovedsporet,Jens Anker Jørgensen,Dansk,49.95,9788702165937
394,Pigen i violinen,Knud Romer,Dansk,179.95,9788727002323
395,Percy Jackson (6) og gudernes bæger,Rick Riordan,Dansk,149.95,9788727023632
396,Baumgartner,Paul Auster,Dansk,179.95,9788727026091
397,Misery,Stephen King,Dansk,109.95,9788740047783
398,De forsvundne roser,Martha Hall Kelly,Dansk,109.95,9788740056228
399,Det gyldne bur,Camilla Läckberg,Dansk,179.95,9788770363600
400,Salvadorena,Cecilia Samartin,Dansk,99.95,9788771161229
201,Oplevelsessamfundet,Svend Brinkmann,Dansk,129.95,9788759343418
202,Uglens øje,Sissel-Jo Gazan,Dansk,199.95,9788740077407
203,Brombærvinter,Sarah Jio,Dansk,79.95,9788712060253
204,Babysitteren,Sofie Sarenbrant,Dansk,64.95,9788771596700
205,Isbryder,Kristina Ohlsson,Dansk,159.95,9788770077385
206,Den største gave,Katrine Wessel,Dansk,159.95,9788775718856
207,Safari fra helvede,Tom Buk-Swienty,Dansk,199.95,9788740081282
208,Fri mand,Michael Holbek,Dansk,199.95,9788740087758
209,Kulmanden,Jens Henrik Jensen,Dansk,109.95,9788740016635
210,Kryb,Julie Hastrup,Dansk,199.95,9788740078381
211,Mystiske fortællinger fra Tokyo,Haruki Murakami,Dansk,219.95,9788772049786
212,Djævlebogen,Asta Olivia Nordenhof,Dansk,139.95,9788712074984
213,Folkets skønhed,Merete Pryds Helle,Dansk,79.95,9788711905562
214,Den sidste boghandel i London,Madeline Martin,Dansk,149.95,9788711996379
215,Hemmelighedernes bibliotek,Janet Skeslien Charles,Dansk,209.95,9788712069799
216,Selfies,Jussi Adler-Olsen,Dansk,139.95,9788740028621
217,Det er de unge som forsvinder,Lise Ringhof,Dansk,169.95,9788743402954
218,Glutenfri jul,Simon Weisdorf,Dansk,39.95,9788797053713
219,Forsoneren,Viveca Sten,Dansk,199.95,9788775622153
220,Dybet,Michael Katz Krefeld,Dansk,169.95,9788711701423
221,Det blinde øje,Jeffrey Archer,Dansk,179.95,9788727002828
222,Alt må vige for natten,Delphine de Vigan,Dansk,84.95,9788771375282
223,Stormvagt,Kristina Ohlsson,Dansk,159.95,9788770075282
224,Foucaults pendul,Umberto Eco,Dansk,49.95,9788702364002
225,Skak under vulkanen,Håkan Nesser,Dansk,89.95,9788770075831
226,Violeta,Isabel Allende,Dansk,199.95,9788740077230
227,Det ellevte manuskript,Anne Holt,Dansk,159.95,9788770077507
228,Lykkens sønner,Jeffrey Archer,Dansk,149.95,9788728397312
229,Englen i havet,Karin Slot Christiansen,Dansk,219.95,9788773397015
230,Politi,Jo Nesbø,Dansk,89.95,9788771460346
231,Miss Bridgertons hemmelighed,Julia Quinn,Dansk,149.95,9788775933563
232,Troen på klimaet,Søren Hansen,Dansk,19.95,9788771965650
233,Felicia forsvandt,Jørn Lier Horst,Dansk,89.95,9788770073769
234,Kafka på stranden,Haruki Murakami,Dansk,159.95,9788771292497
235,Norwegian Wood,Haruki Murakami,Dansk,99.95,9788771295306
236,Hendes iskolde øjne,Carin Gerhardsen,Dansk,74.95,9788771593419
237,Afsporet,Michael Katz Krefeld,Dansk,79.95,9788711355350
238,Hende der må dø,David Lagercrantz,Dansk,119.95,9788770072472
239,Blodskyld,Åsa Larsson,Dansk,89.95,9788770538176
240,Åbent hus,Sofie Sarenbrant,Dansk,149.95,9788771591507
241,De siger jeg er psykopat,Kristina Antivakis,Dansk,199.95,9788740083811
242,Doppelganger,Naomi Klein,Engelsk,169.95,9781802061963
243,Haabet,Mich Vraa,Dansk,99.95,9788711677773
244,Skak,Peter Dürrfeld,Dansk,69.95,9788728325445
245,Gentag,Spektakelstrik - Mie Firring,Dansk,199.95,9788740081343
246,Solstorm,Åsa Larsson,Dansk,89.95,9788770538169
247,Sort sti,Åsa Larsson,Dansk,89.95,9788770538183
248,Vuggevise,Carin Gerhardsen,Dansk,74.95,9788771084184
249,Døden løber maraton,Sofie Sarenbrant,Dansk,149.95,9788771377705
250,Mente I det,Thomas Korsgaard,Dansk,99.95,9788727081618
151,De tavse kvinder,Karin Slaughter,Dansk,179.95,9789150793437
152,Jeg husker dagen som lys,Olav Hergel,Dansk,199.95,9788740082951
153,God pige slem pige ,Michael Robotham,Dansk,159.95,9788771165661
154,Den eneste ene,Jørn Lier Horst,Dansk,89.95,9788770073776
155,Den danske drøm om revanche,Lars Christensen,Dansk,139.95,9788774674900
156,"Indtil vanvid, indtil døden",Kirsten Thorup,Dansk,129.95,9788702270631
157,De syv søstre,Lucinda Riley,Dansk,129.95,9788763844123
158,Tågehav,Kristina Ohlsson,Dansk,159.95,9788770078788
159,Vejen vi må gå,Katrine Wessel,Dansk,159.95,9788775710959
160,Lindely,Astrid Saalbach,Dansk,159.95,9788743405689
161,Til paradis,Hanya Yanagihara,Dansk,199.95,9788740081367
162,Når havet stilner,Jørn Lier Horst,Dansk,89.95,9788770073783
163,Teorien om ingenting,Holger Bech Nielsen,Dansk,159.95,9788702322798
164,Titanernes krig,Wilbur Smith,Dansk,179.95,9788711998021
165,En lykkelig slutning,Maren Uthaug,Dansk,79.95,9788711918104
166,Mythos,Stephen Fry,Dansk,159.95,9788770070843
167,Velkommen til Ferry Lane Marked,Nicola May,Dansk,129.95,9788775622030
168,Redningen,Katrine Wessel,Dansk,159.95,9788775716739
169,Protokollen,Michael Katz Krefeld,Dansk,99.95,9788711416563
170,Atten grader minus,Stefan Ahnhem,Dansk,99.95,9788711769584
171,Det falske vidne,Karin Slaughter,Dansk,159.95,9789150794694
172,Røde linjer,Elsebeth Egholm,Dansk,99.95,9788775935208
173,Døden i kurbadet,Anna Grue,Dansk,69.95,9788711981368
174,Et lille liv,Hanya Yanagihara,Dansk,139.95,9788740028324
175,Man skulle nok have været der,Thomas Korsgaard,Dansk,149.95,9788711997581
176,Det ender med os,Colleen Hoover,Dansk,99.95,9788711796580
177,Sjælevennen,Sofie Sarenbrant,Dansk,169.95,9788775930159
178,Obscuritas,David Lagercrantz,Dansk,199.95,9788740076820
179,Den forsvundne søster,Lucinda Riley,Dansk,159.95,9788702321111
180,Solsøsteren,Lucinda Riley,Dansk,129.95,9788763864671
181,Krigsråb,Wilbur Smith,Dansk,199.95,9788726019766
182,Rød nat,Philip Khokhar,Dansk,199.95,9788740081787
183,Strikkebogen,Kimmie Munkholm,Dansk,179.95,9788740086171
184,Det blæksorte hjerte,Robert Galbraith,Dansk,159.95,9788702372830
185,Stormsøsteren,Lucinda Riley,Dansk,189.95,9788763844147
186,Icebreaker,Hannah Grace,Engelsk,56.94,9781398525696
187,Aftenland,Tobias Bukkehave,Dansk,179.95,9788740081985
